image_000000.png -0.000000 -0.000000
image_000001.png 0.051711 2.564753
image_000002.png 0.052559 -0.000000
image_000003.png 0.054254 -1.398956
image_000004.png 0.051994 -0.466319
image_000005.png 0.050863 -0.466319
image_000006.png 0.052276 -1.165797
image_000007.png 0.055102 0.233159
image_000008.png 0.052841 1.165797
image_000009.png 0.055950 0.466319
image_000010.png 0.050581 0.699478
image_000011.png 0.050581 -1.165797
image_000012.png 0.051429 -0.466319
image_000013.png 0.053689 -0.466319
image_000014.png 0.052276 0.699478
image_000015.png 0.052559 -0.000000
image_000016.png 0.051146 0.233159
