image_000000.png -0.000000 -0.000000
image_000001.png 0.054537 -1.632116
image_000002.png 0.053972 -1.632116
image_000003.png -0.000848 3.963710
image_000004.png 0.042104 -3.031072
image_000005.png -0.000283 3.963710
image_000006.png 0.040973 -3.031072
image_000007.png -0.000283 3.963710
image_000008.png 0.052559 -2.797913
image_000009.png 0.053689 -1.398956
image_000010.png 0.053124 -1.398956
image_000011.png 0.046060 -4.430029
image_000012.png 0.000565 -8.393739
image_000013.png 0.000565 -4.663188
image_000014.png -0.000283 -3.963710
image_000015.png 0.000848 -3.963710
image_000016.png 0.000283 -4.430029
image_000017.png -0.000000 -3.730551
image_000018.png 0.000848 -4.430029
image_000019.png 0.000848 -3.963710
image_000020.png -0.000000 -4.196869
image_000021.png -0.000565 -4.196869
image_000022.png 0.000565 -3.730551
image_000023.png 0.001130 -4.196869
image_000024.png 0.000283 -4.430029
image_000025.png 0.051994 -1.398956
image_000026.png 0.040691 4.663188
image_000027.png 0.000283 3.963710
image_000028.png -0.000000 4.196869
image_000029.png 0.000565 3.730551
image_000030.png 0.000283 3.963710
image_000031.png -0.000283 4.430029
image_000032.png -0.000000 3.730551
image_000033.png 0.000283 4.430029
image_000034.png -0.000565 3.730551
image_000035.png -0.000283 3.963710
image_000036.png -0.000565 4.196869
image_000037.png -0.000565 4.663188
image_000038.png 0.000283 3.963710
image_000039.png -0.000000 4.196869
image_000040.png -0.000000 4.196869
image_000041.png -0.000000 4.196869
image_000042.png -0.000000 4.196869
image_000043.png -0.000283 4.430029
image_000044.png 0.040408 -3.031072
image_000045.png 0.054819 -0.000000
image_000046.png 0.054254 -1.398956
image_000047.png 0.053689 -0.932638
image_000048.png 0.052841 -0.699478
image_000049.png -0.000283 -3.963710
image_000050.png 0.000283 -3.963710
image_000051.png -0.000283 -3.497391
image_000052.png 0.000283 -4.430029
image_000053.png 0.000565 -4.196869
image_000054.png -0.000000 -4.196869
image_000055.png -0.000000 -4.196869
image_000056.png -0.000000 -3.730551
image_000057.png 0.000848 -3.963710
image_000058.png 0.000283 -3.963710
image_000059.png -0.000000 -3.730551
image_000060.png 0.000848 -3.497391
image_000061.png 0.000565 -3.730551
image_000062.png -0.000000 -3.730551
image_000063.png 0.000565 -4.196869
image_000064.png 0.000283 -3.963710
image_000065.png -0.000283 -3.497391
image_000066.png 0.051711 -0.699478
image_000067.png 0.053689 -0.932638
image_000068.png 0.053689 -0.000000
image_000069.png 0.054254 -0.466319
image_000070.png 0.052841 -0.699478
image_000071.png -0.000283 -3.963710
image_000072.png -0.000000 -4.663188
image_000073.png 0.000283 -4.896348
image_000074.png 0.000565 -4.196869
image_000075.png 0.000848 -3.963710
image_000076.png -0.000283 -3.963710
image_000077.png 0.000283 -3.963710
image_000078.png -0.000000 -4.196869
image_000079.png 0.000848 -4.430029
image_000080.png 0.000565 -2.797913
image_000081.png 0.000848 -3.963710
image_000082.png 0.000283 -3.963710
image_000083.png -0.000283 -3.963710
image_000084.png 0.053972 -1.632116
image_000085.png 0.054537 -2.098435
image_000086.png 0.052841 -0.699478
image_000087.png 0.052841 -1.165797
image_000088.png 0.053124 -0.932638
image_000089.png 0.000283 3.963710
image_000090.png 0.054254 -2.797913
image_000091.png 0.054254 -2.331594
image_000092.png 0.052841 -0.699478
image_000093.png 0.052559 0.932638
image_000094.png 0.053689 -1.865275
image_000095.png 0.000283 -3.963710
image_000096.png 0.000848 -3.497391
image_000097.png 0.000565 -3.730551
image_000098.png 0.000283 -4.430029
image_000099.png -0.000000 -5.129507
image_000100.png 0.000565 -4.196869
image_000101.png 0.000848 -3.963710
image_000102.png 0.053124 -1.398956
image_000103.png 0.053124 -0.466319
image_000104.png 0.061036 -1.398956
image_000105.png 0.053124 -1.398956
image_000106.png 0.054254 -2.797913
image_000107.png -0.000565 -4.196869
image_000108.png 0.000565 -4.196869
image_000109.png -0.000000 -4.196869
image_000110.png 0.000565 -3.730551
image_000111.png 0.000283 -3.963710
image_000112.png 0.001695 -3.730551
image_000113.png 0.000565 -4.196869
image_000114.png -0.000000 -4.196869
image_000115.png 0.000565 -4.196869
image_000116.png 0.000283 -3.963710
image_000117.png -0.050581 1.165797
image_000118.png -0.000000 -4.196869
image_000119.png -0.029953 -4.663188
image_000120.png -0.028540 -4.430029
