image_000000.png -0.000000 -0.000000
image_000001.png 0.101162 -4.663188
image_000002.png 0.102292 -2.797913
image_000003.png 0.103422 -1.865275
image_000004.png 0.105400 -3.031072
image_000005.png 0.103140 -3.031072
image_000006.png 0.104270 -2.098435
image_000007.png 0.000283 -22.616462
image_000008.png 0.001413 -22.150144
image_000009.png 0.103422 -18.652753
image_000010.png 0.102857 -1.398956
image_000011.png -0.000565 -21.916984
image_000012.png 0.002543 -24.948057
image_000013.png 0.002543 -21.683825
image_000014.png 0.106813 -2.331594
image_000015.png 0.104835 -4.896348
image_000016.png 0.103140 -3.031072
image_000017.png 0.103422 -2.331594
image_000018.png 0.103987 -3.264232
image_000019.png 0.001413 -21.683825
image_000020.png 0.001695 -22.383303
image_000021.png 0.104553 -3.264232
image_000022.png 0.104553 -15.854840
image_000023.png 0.084207 -21.916984
image_000024.png 0.002261 -22.383303
image_000025.png -0.021758 -20.751187
